#x	y	z
1901	-945	-32
451	41	-2317
346	-68	-1430
-55	2101	-1117
-497	419	2263
14	-419	1527
-916	-680	1583
-1042	-1257	-1092
-1086	794	2001
331	73	2008
629	646	1795
-198	-2365	595
-1815	585	1050
-165	223	-2051
-573	785	-2124
356	-492	-1701
-1464	-37	1129
-251	163	-1552
1873	316	-638
1999	73	509
-150	1447	1030
978	-575	1669
-1162	-1391	-1103
-159	-1018	-1714
165	2099	1428
-811	-869	-1241
1664	-971	-155
-2107	-179	469
-1113	1222	-1446
97	-1794	587
-276	-379	-1921
37	3	-1890
-734	598	1658
16	274	2317
-452	1240	-1702
-572	-24	-1445
-1010	-344	1853
2101	-786	-1073
-663	508	1862
2199	1150	147
572	819	-2189
366	1747	-1436
-393	1707	1084
54	1267	-1967
2260	104	-163
-71	-53	1832
1925	697	36
344	999	1826
-1417	-260	-1450
330	174	-1871
-893	-22	2196
-1427	626	-1059
-491	-1650	-869
-93	-203	-2381
709	-616	2136
-2132	1265	16
-1032	531	1797
2680	-194	-689
-777	582	1856
-480	306	2525
69	-203	1962
-1953	-1545	-392
513	-69	2383
-1542	-99	-312
539	2439	-73
231	-540	2082
194	-702	-1622
713	-380	-2237
-398	325	1525
427	-1418	1089
-214	1021	2373
185	1893	1239
1718	-751	-587
916	351	-1356
492	1182	-2054
462	1836	-485
46	205	2014
484	141	-1484
1274	-13	-1909
-1500	-1194	-1175
-325	426	1736
490	-2012	-1357
777	-2026	1015
-599	-490	1255
59	-699	2105
418	-453	-1302
291	-465	1772
-1068	-456	1326
528	-1066	-1683
1428	-1194	-934
2012	-117	805
-847	-1873	1262
28	1567	-1080
90	1278	1736
1158	548	-1253
-1409	1898	-712
1013	-1649	11
-813	-248	-1481
-38	2144	-1536
888	-1403	908
