#x	y	z
551	-270	-107
376	41	-817
46	-293	-5
-55	901	-217
-347	419	763
14	-344	27
-316	-305	233
-292	-582	-42
-561	569	651
-119	-227	583
479	421	370
-273	-940	220
-540	135	375
-15	223	-551
-498	185	-774
-169	-117	-351
-564	188	-71
-326	163	-52
523	-284	-263
574	373	359
75	22	430
603	-350	244
-337	-491	-203
66	-568	-289
15	899	528
-286	-269	34
314	-446	295
-607	-404	469
-213	547	-471
22	-294	362
-276	-229	-421
337	3	-390
-359	373	233
-359	199	892
-302	640	-352
-122	276	-20
-110	-344	653
751	-561	-398
-213	358	437
849	475	147
272	369	-764
291	472	-611
-18	732	-41
129	292	-842
835	-271	-238
-371	97	407
425	472	36
344	399	476
-442	-185	-325
405	324	-446
-443	278	771
-602	-49	-9
-191	-225	-494
-93	322	-956
484	-466	636
-782	590	-209
-357	-219	672
655	31	-464
-177	-168	806
-330	231	1025
-156	-53	462
-753	-645	-242
63	-294	883
-117	276	-312
314	939	-73
156	-390	582
-106	-402	-197
113	-380	-887
-323	325	25
202	-443	-36
-289	571	948
335	843	189
443	-151	-137
-59	276	-231
342	357	-854
387	336	-485
196	-20	514
-41	-159	-134
524	-238	-634
-675	-369	-275
-175	426	236
190	-737	-607
177	-376	415
-74	-40	-20
359	-324	680
-257	-78	-27
216	210	422
-93	-381	201
-72	-241	-558
303	-594	-109
737	-342	55
-22	-748	662
-47	442	-105
15	528	461
-42	98	-428
-359	848	-412
188	-449	161
-438	-323	-56
-38	869	-711
213	-203	308
