#x	y	z
695	-342	-99
384	41	-977
78	-269	-157
-55	1029	-313
-363	419	923
14	-352	187
-380	-345	377
-372	-654	-154
-617	593	795
-71	-195	735
495	445	522
-265	-1092	260
-676	183	447
-31	223	-711
-506	249	-918
-113	-157	-495
-660	164	57
-318	163	-212
667	-220	-303
726	341	375
51	174	494
643	-374	396
-425	-587	-299
42	-616	-441
31	1027	624
-342	-333	-102
458	-502	247
-767	-380	469
-309	619	-575
30	-454	386
-276	-245	-581
305	3	-550
-399	397	385
-319	207	1044
-318	704	-496
-170	244	-172
-206	-344	781
895	-585	-470
-261	374	589
993	547	147
304	417	-916
299	608	-699
-58	836	79
121	396	-962
987	-231	-230
-339	81	559
585	496	36
344	463	620
-546	-193	-445
397	308	-598
-491	246	923
-690	23	-121
-223	-377	-534
-93	266	-1108
508	-482	796
-926	662	-185
-429	-139	792
871	7	-488
-241	-88	918
-346	239	1185
-132	-69	622
-881	-741	-258
111	-270	1043
-269	236	-312
338	1099	-73
164	-406	742
-74	-434	-349
177	-380	-1031
-331	325	185
226	-547	84
-281	619	1100
319	955	301
579	-215	-185
45	284	-351
358	445	-982
395	496	-485
180	4	674
15	-127	-278
604	-214	-770
-763	-457	-371
-191	426	396
222	-873	-687
241	-552	479
-130	-88	116
327	-364	832
-185	-118	-163
224	138	566
-197	-389	321
-8	-329	-678
423	-658	-197
873	-318	135
-110	-868	726
-39	562	-209
23	608	597
86	146	-516
-471	960	-444
276	-577	145
-478	-315	-208
-38	1005	-799
285	-331	372
