#x	y	z
209	-99	-126
357	41	-437
-30	-350	356
-55	597	11
-309	419	383
14	-325	-353
-164	-210	-109
-102	-411	224
-428	512	309
-233	-303	222
441	364	9
-292	-579	125
-217	21	204
23	223	-171
-479	33	-432
-302	-22	-9
-336	245	-375
-345	163	328
181	-436	-168
213	449	321
114	-312	242
508	-293	-117
-128	-263	25
123	-454	72
-23	595	300
-153	-117	357
-28	-313	409
-227	-461	469
15	376	-224
3	86	305
-276	-191	-41
413	3	-10
-264	316	-128
-454	180	531
-264	488	-10
-8	352	341
118	-344	349
409	-504	-227
-99	320	76
507	304	147
196	255	-403
272	149	-402
77	485	-326
148	45	-557
474	-366	-257
-447	135	46
45	415	36
344	247	134
-195	-166	-40
424	362	-85
-329	354	410
-393	-220	257
-115	136	-399
-93	455	-595
427	-428	256
-440	419	-266
-186	-409	387
142	88	-407
-25	-358	538
-292	212	645
-213	-15	82
-449	-417	-204
-51	-351	505
244	371	-312
257	559	-73
137	-352	202
-182	-326	164
-39	-380	-545
-304	325	-355
145	-196	-321
-308	457	587
373	577	-77
120	1	-23
-306	257	54
304	148	-550
368	-44	-485
234	-77	134
-174	-235	208
334	-295	-311
-466	-160	-47
-137	426	-144
114	-414	-417
43	15	299
59	74	-343
435	-229	319
-428	17	296
197	381	80
154	-362	-84
-224	-32	-273
18	-442	100
414	-399	-135
187	-463	510
-66	157	142
-4	338	138
-346	-16	-219
-93	582	-336
-21	-145	199
-343	-342	305
-38	546	-502
42	101	156
