#x	y	z
875	-432	-89
394	41	-1177
118	-239	-347
-55	1189	-433
-383	419	1123
14	-362	387
-460	-395	557
-472	-744	-294
-687	623	975
-11	-155	925
515	475	712
-255	-1282	310
-846	243	537
-51	223	-911
-516	329	-1098
-43	-207	-675
-780	134	217
-308	163	-412
847	-140	-353
916	301	395
21	364	574
693	-404	586
-535	-707	-419
12	-676	-631
51	1187	744
-412	-413	-272
638	-572	187
-967	-350	469
-429	709	-705
40	-654	416
-276	-265	-781
265	3	-750
-449	427	575
-269	217	1234
-338	784	-676
-230	204	-362
-326	-344	941
1075	-615	-560
-321	394	779
1173	637	147
344	477	-1106
309	778	-809
-108	966	229
111	526	-1112
1177	-181	-220
-299	61	749
785	526	36
344	543	800
-676	-203	-595
387	288	-788
-551	206	1113
-800	113	-261
-263	-567	-584
-93	196	-1298
538	-502	996
-1106	752	-155
-519	-39	942
1141	-23	-518
-321	12	1058
-366	249	1385
-102	-89	822
-1041	-861	-278
171	-240	1243
-459	186	-312
368	1299	-73
174	-426	942
-34	-474	-539
257	-380	-1211
-341	325	385
256	-677	234
-271	679	1290
299	1095	441
749	-295	-245
175	294	-501
378	555	-1142
405	696	-485
160	34	874
85	-87	-458
704	-184	-940
-873	-567	-491
-211	426	596
262	-1043	-787
321	-772	559
-200	-148	286
287	-414	1022
-95	-168	-333
234	48	746
-327	-399	471
72	-439	-828
573	-738	-307
1043	-288	235
-220	-1018	806
-29	712	-339
33	708	767
246	206	-626
-611	1100	-484
386	-737	125
-528	-305	-398
-38	1175	-909
375	-491	452
