#x	y	z
911	-450	-87
396	41	-1217
126	-233	-385
-55	1221	-457
-387	419	1163
14	-364	427
-476	-405	593
-492	-762	-322
-701	629	1011
1	-147	963
519	481	750
-253	-1320	320
-880	255	555
-55	223	-951
-518	345	-1134
-29	-217	-711
-804	128	249
-306	163	-452
883	-124	-363
954	293	399
15	402	590
703	-410	624
-557	-731	-443
6	-688	-669
55	1219	768
-426	-429	-306
674	-586	175
-1007	-344	469
-453	727	-731
42	-694	422
-276	-269	-821
257	3	-790
-459	433	613
-259	219	1272
-342	800	-712
-242	196	-400
-350	-344	973
1111	-621	-578
-333	398	817
1209	655	147
352	489	-1144
311	812	-831
-118	992	259
109	552	-1142
1215	-171	-218
-291	57	787
825	532	36
344	559	836
-702	-205	-625
385	284	-826
-563	198	1151
-822	131	-289
-271	-605	-594
-93	182	-1336
544	-506	1036
-1142	770	-149
-537	-19	972
1195	-29	-524
-337	32	1086
-370	251	1425
-96	-93	862
-1073	-885	-282
183	-234	1283
-497	176	-312
374	1339	-73
176	-430	982
-26	-482	-577
273	-380	-1247
-343	325	425
262	-703	264
-269	691	1328
295	1123	469
783	-311	-257
201	296	-531
382	577	-1174
407	736	-485
156	40	914
99	-79	-494
724	-178	-974
-895	-589	-515
-215	426	636
270	-1077	-807
337	-816	575
-214	-160	320
279	-424	1060
-77	-178	-367
236	30	782
-353	-401	501
88	-461	-858
603	-754	-329
1077	-282	255
-242	-1048	822
-27	742	-365
35	728	801
278	218	-648
-639	1128	-492
408	-769	121
-538	-303	-436
-38	1209	-931
393	-523	468
