#x	y	z
713	-351	-98
385	41	-997
82	-266	-176
-55	1045	-325
-365	419	943
14	-353	207
-388	-350	395
-382	-663	-168
-624	596	813
-65	-191	754
497	448	541
-264	-1111	265
-693	189	456
-33	223	-731
-507	257	-936
-106	-162	-513
-672	161	73
-317	163	-232
685	-212	-308
745	337	377
48	193	502
648	-377	415
-436	-599	-311
39	-622	-460
33	1043	636
-349	-341	-119
476	-509	241
-787	-377	469
-321	628	-588
31	-474	389
-276	-247	-601
301	3	-570
-404	400	404
-314	208	1063
-320	712	-514
-176	240	-191
-218	-344	797
913	-588	-479
-267	376	608
1011	556	147
308	423	-935
300	625	-710
-63	849	94
120	409	-977
1006	-226	-229
-335	79	578
605	499	36
344	471	638
-559	-194	-460
396	306	-617
-497	242	942
-701	32	-135
-227	-396	-539
-93	259	-1127
511	-484	816
-944	671	-182
-438	-129	807
898	4	-491
-249	-78	932
-348	240	1205
-129	-71	642
-897	-753	-260
117	-267	1063
-288	231	-312
341	1119	-73
165	-408	762
-70	-438	-368
185	-380	-1049
-332	325	205
229	-560	99
-280	625	1119
317	969	315
596	-223	-191
58	285	-366
360	456	-998
396	516	-485
178	7	694
22	-123	-296
614	-211	-787
-774	-468	-383
-193	426	416
226	-890	-697
249	-574	487
-137	-94	133
323	-369	851
-176	-123	-180
225	129	584
-210	-390	336
0	-340	-693
438	-666	-208
890	-315	145
-121	-883	734
-38	577	-222
24	618	614
102	152	-527
-485	974	-448
287	-593	143
-483	-314	-227
-38	1022	-810
294	-347	380
