#x	y	z
677	-333	-100
383	41	-957
74	-272	-138
-55	1013	-301
-361	419	903
14	-351	167
-372	-340	359
-362	-645	-140
-610	590	777
-77	-199	716
493	442	503
-266	-1073	255
-659	177	438
-29	223	-691
-505	241	-900
-120	-152	-477
-648	167	41
-319	163	-192
649	-228	-298
707	345	373
54	155	486
638	-371	377
-414	-575	-287
45	-610	-422
29	1011	612
-335	-325	-85
440	-495	253
-747	-383	469
-297	610	-562
29	-434	383
-276	-243	-561
309	3	-530
-394	394	366
-324	206	1025
-316	696	-478
-164	248	-153
-194	-344	765
877	-582	-461
-255	372	570
975	538	147
300	411	-897
298	591	-688
-53	823	64
122	383	-947
968	-236	-231
-343	83	540
565	493	36
344	455	602
-533	-192	-430
398	310	-579
-485	250	904
-679	14	-107
-219	-358	-529
-93	273	-1089
505	-480	776
-908	653	-188
-420	-149	777
844	10	-485
-233	-98	904
-344	238	1165
-135	-67	602
-865	-729	-256
105	-273	1023
-250	241	-312
335	1079	-73
163	-404	722
-78	-430	-330
169	-380	-1013
-330	325	165
223	-534	69
-282	613	1081
321	941	287
562	-207	-179
32	283	-336
356	434	-966
394	476	-485
182	1	654
8	-131	-260
594	-217	-753
-752	-446	-359
-189	426	376
218	-856	-677
233	-530	471
-123	-82	99
331	-359	813
-194	-113	-146
223	147	548
-184	-388	306
-16	-318	-663
408	-650	-186
856	-321	125
-99	-853	718
-40	547	-196
22	598	580
70	140	-505
-457	946	-440
265	-561	147
-473	-316	-189
-38	988	-788
276	-315	364
