#x	y	z
1631	-810	-47
436	41	-2017
286	-113	-1145
-55	1861	-937
-467	419	1963
14	-404	1227
-796	-605	1313
-892	-1122	-882
-981	749	1731
241	13	1723
599	601	1510
-213	-2080	520
-1560	495	915
-135	223	-1751
-558	665	-1854
251	-417	-1431
-1284	8	889
-266	163	-1252
1603	196	-563
1714	133	479
-105	1162	910
903	-530	1384
-997	-1211	-923
-114	-928	-1429
135	1859	1248
-706	-749	-986
1394	-866	-65
-1807	-224	469
-933	1087	-1251
82	-1494	542
-276	-349	-1621
97	3	-1590
-659	553	1373
-59	259	2032
-422	1120	-1432
-482	36	-1160
-830	-344	1613
1831	-741	-938
-573	478	1577
1929	1015	147
512	729	-1904
351	1492	-1271
-318	1512	859
69	1072	-1742
1975	29	-178
-131	-23	1547
1625	652	36
344	879	1556
-1222	-245	-1225
345	204	-1586
-803	38	1911
-1262	491	-849
-431	-1365	-794
-93	-98	-2096
664	-586	1836
-1862	1130	-29
-897	381	1572
2275	-149	-644
-657	432	1646
-450	291	2225
24	-173	1662
-1713	-1365	-362
423	-114	2083
-1257	-24	-312
494	2139	-73
216	-510	1782
134	-642	-1337
593	-380	-1967
-383	325	1225
382	-1223	864
-229	931	2088
215	1683	1029
1463	-631	-497
721	336	-1131
462	1017	-1814
447	1536	-485
76	160	1714
379	81	-1214
1124	-58	-1654
-1335	-1029	-995
-295	426	1436
430	-1757	-1207
657	-1696	895
-494	-400	1000
119	-624	1820
283	-378	-1047
276	-330	1502
-873	-441	1101
408	-901	-1458
1203	-1074	-769
1757	-162	655
-682	-1648	1142
13	1342	-885
75	1128	1481
918	458	-1088
-1199	1688	-652
848	-1409	41
-738	-263	-1196
-38	1889	-1371
753	-1163	788
