#x	y	z
767	-378	-95
388	41	-1057
94	-257	-233
-55	1093	-361
-371	419	1003
14	-356	267
-412	-365	449
-412	-690	-210
-645	605	867
-47	-179	811
503	457	598
-261	-1168	280
-744	207	483
-39	223	-791
-510	281	-990
-85	-177	-567
-708	152	121
-314	163	-292
739	-188	-323
802	325	383
39	250	526
663	-386	472
-469	-635	-347
30	-640	-517
39	1091	672
-370	-365	-170
530	-530	223
-847	-368	469
-357	655	-627
34	-534	398
-276	-253	-661
289	3	-630
-419	409	461
-299	211	1120
-326	736	-568
-194	228	-248
-254	-344	845
967	-597	-506
-285	382	665
1065	583	147
320	441	-992
303	676	-743
-78	888	139
117	448	-1022
1063	-211	-226
-323	73	635
665	508	36
344	495	692
-598	-197	-505
393	300	-674
-515	230	999
-734	59	-177
-239	-453	-554
-93	238	-1184
520	-490	876
-998	698	-173
-465	-99	852
979	-5	-500
-273	-48	974
-354	243	1265
-120	-77	702
-945	-789	-266
135	-258	1123
-345	216	-312
350	1179	-73
168	-414	822
-58	-450	-425
209	-380	-1103
-335	325	265
238	-599	144
-277	643	1176
311	1011	357
647	-247	-209
97	288	-411
366	489	-1046
399	576	-485
172	16	754
43	-111	-350
644	-202	-838
-807	-501	-419
-199	426	476
238	-941	-727
273	-640	511
-158	-112	184
311	-384	908
-149	-138	-231
228	102	638
-249	-393	381
24	-373	-738
483	-690	-241
941	-306	175
-154	-928	758
-35	622	-261
27	648	665
150	170	-560
-527	1016	-460
320	-641	137
-498	-311	-284
-38	1073	-843
321	-395	404
