#x	y	z
785	-387	-94
389	41	-1077
98	-254	-252
-55	1109	-373
-373	419	1023
14	-357	287
-420	-370	467
-422	-699	-224
-652	608	885
-41	-175	830
505	460	617
-260	-1187	285
-761	213	492
-41	223	-811
-511	289	-1008
-78	-182	-585
-720	149	137
-313	163	-312
757	-180	-328
821	321	385
36	269	534
668	-389	491
-480	-647	-359
27	-646	-536
41	1107	684
-377	-373	-187
548	-537	217
-867	-365	469
-369	664	-640
35	-554	401
-276	-255	-681
285	3	-650
-424	412	480
-294	212	1139
-328	744	-586
-200	224	-267
-266	-344	861
985	-600	-515
-291	384	684
1083	592	147
324	447	-1011
304	693	-754
-83	901	154
116	461	-1037
1082	-206	-225
-319	71	654
685	511	36
344	503	710
-611	-198	-520
392	298	-693
-521	226	1018
-745	68	-191
-243	-472	-559
-93	231	-1203
523	-492	896
-1016	707	-170
-474	-89	867
1006	-8	-503
-281	-38	988
-356	244	1285
-117	-79	722
-961	-801	-268
141	-255	1143
-364	211	-312
353	1199	-73
169	-416	842
-54	-454	-444
217	-380	-1121
-336	325	285
241	-612	159
-276	649	1195
309	1025	371
664	-255	-215
110	289	-426
368	500	-1062
400	596	-485
170	19	774
50	-107	-368
654	-199	-855
-818	-512	-431
-201	426	496
242	-958	-737
281	-662	519
-165	-118	201
307	-389	927
-140	-143	-248
229	93	656
-262	-394	396
32	-384	-753
498	-698	-252
958	-303	185
-165	-943	766
-34	637	-274
28	658	682
166	176	-571
-541	1030	-464
331	-657	135
-503	-310	-303
-38	1090	-854
330	-411	412
