#x	y	z
1073	-531	-78
405	41	-1397
162	-206	-556
-55	1365	-565
-405	419	1343
14	-373	607
-548	-450	755
-582	-843	-448
-764	656	1173
55	-111	1134
537	508	921
-244	-1491	365
-1033	309	636
-73	223	-1131
-527	417	-1296
34	-262	-873
-912	101	393
-297	163	-632
1045	-52	-408
1125	257	417
-12	573	662
748	-437	795
-656	-839	-551
-21	-742	-840
73	1363	876
-489	-501	-459
836	-649	121
-1187	-317	469
-561	808	-848
51	-874	449
-276	-287	-1001
221	3	-970
-504	460	784
-214	228	1443
-360	872	-874
-296	160	-571
-458	-344	1117
1273	-648	-659
-387	416	988
1371	736	147
388	543	-1315
320	965	-930
-163	1109	394
100	669	-1277
1386	-126	-209
-255	39	958
1005	559	36
344	631	998
-819	-214	-760
376	266	-997
-617	162	1322
-921	212	-415
-307	-776	-639
-93	119	-1507
571	-524	1216
-1304	851	-122
-618	71	1107
1438	-56	-551
-409	122	1212
-388	260	1605
-69	-111	1042
-1217	-993	-300
237	-207	1463
-668	131	-312
401	1519	-73
185	-448	1162
10	-518	-748
345	-380	-1409
-352	325	605
289	-820	399
-260	745	1499
277	1249	595
936	-383	-311
318	305	-666
400	676	-1318
416	916	-485
138	67	1094
162	-43	-656
814	-151	-1127
-994	-688	-623
-233	426	816
306	-1230	-897
409	-1014	647
-277	-214	473
243	-469	1231
4	-223	-520
245	-51	944
-470	-410	636
160	-560	-993
738	-826	-428
1230	-255	345
-341	-1183	894
-18	877	-482
44	818	954
422	272	-747
-765	1254	-528
507	-913	103
-583	-294	-607
-38	1362	-1030
474	-667	540
