#x	y	z
1001	-495	-82
401	41	-1317
146	-218	-480
-55	1301	-517
-397	419	1263
14	-369	527
-516	-430	683
-542	-807	-392
-736	644	1101
31	-127	1058
529	496	845
-248	-1415	345
-965	285	600
-65	223	-1051
-523	385	-1224
6	-242	-801
-864	113	329
-301	163	-552
973	-84	-388
1049	273	409
0	497	630
728	-425	719
-612	-791	-503
-9	-718	-764
65	1299	828
-461	-469	-391
764	-621	145
-1107	-329	469
-513	772	-796
47	-794	437
-276	-279	-921
237	3	-890
-484	448	708
-234	224	1367
-352	840	-802
-272	176	-495
-410	-344	1053
1201	-636	-623
-363	408	912
1299	700	147
372	519	-1239
316	897	-886
-143	1057	334
104	617	-1217
1310	-146	-213
-271	47	882
925	547	36
344	599	926
-767	-210	-700
380	274	-921
-593	178	1246
-877	176	-359
-291	-700	-619
-93	147	-1431
559	-516	1136
-1232	815	-134
-582	31	1047
1330	-44	-539
-377	82	1156
-380	256	1525
-81	-103	962
-1153	-945	-292
213	-219	1383
-592	151	-312
389	1439	-73
181	-440	1082
-6	-502	-672
313	-380	-1337
-348	325	525
277	-768	339
-264	721	1423
285	1193	539
868	-351	-287
266	301	-606
392	632	-1254
412	836	-485
146	55	1014
134	-59	-584
774	-163	-1059
-950	-644	-575
-225	426	736
290	-1162	-857
377	-926	615
-249	-190	405
259	-449	1155
-32	-203	-452
241	-15	872
-418	-406	576
128	-516	-933
678	-794	-384
1162	-267	305
-297	-1123	862
-22	817	-430
40	778	886
358	248	-703
-709	1198	-512
463	-849	111
-563	-298	-531
-38	1294	-986
438	-603	508
