#x	y	z
731	-360	-97
386	41	-1017
86	-263	-195
-55	1061	-337
-367	419	963
14	-354	227
-396	-355	413
-392	-672	-182
-631	599	831
-59	-187	773
499	451	560
-263	-1130	270
-710	195	465
-35	223	-751
-508	265	-954
-99	-167	-531
-684	158	89
-316	163	-252
703	-204	-313
764	333	379
45	212	510
653	-380	434
-447	-611	-323
36	-628	-479
35	1059	648
-356	-349	-136
494	-516	235
-807	-374	469
-333	637	-601
32	-494	392
-276	-249	-621
297	3	-590
-409	403	423
-309	209	1082
-322	720	-532
-182	236	-210
-230	-344	813
931	-591	-488
-273	378	627
1029	565	147
312	429	-954
301	642	-721
-68	862	109
119	422	-992
1025	-221	-228
-331	77	597
625	502	36
344	479	656
-572	-195	-475
395	304	-636
-503	238	961
-712	41	-149
-231	-415	-544
-93	252	-1146
514	-486	836
-962	680	-179
-447	-119	822
925	1	-494
-257	-68	946
-350	241	1225
-126	-73	662
-913	-765	-262
123	-264	1083
-307	226	-312
344	1139	-73
166	-410	782
-66	-442	-387
193	-380	-1067
-333	325	225
232	-573	114
-279	631	1138
315	983	329
613	-231	-197
71	286	-381
362	467	-1014
397	536	-485
176	10	714
29	-119	-314
624	-208	-804
-785	-479	-395
-195	426	436
230	-907	-707
257	-596	495
-144	-100	150
319	-374	870
-167	-128	-197
226	120	602
-223	-391	351
8	-351	-708
453	-674	-219
907	-312	155
-132	-898	742
-37	592	-235
25	628	631
118	158	-538
-499	988	-452
298	-609	141
-488	-313	-246
-38	1039	-821
303	-363	388
