#x	y	z
893	-441	-88
395	41	-1197
122	-236	-366
-55	1205	-445
-385	419	1143
14	-363	407
-468	-400	575
-482	-753	-308
-694	626	993
-5	-151	944
517	478	731
-254	-1301	315
-863	249	546
-53	223	-931
-517	337	-1116
-36	-212	-693
-792	131	233
-307	163	-432
865	-132	-358
935	297	397
18	383	582
698	-407	605
-546	-719	-431
9	-682	-650
53	1203	756
-419	-421	-289
656	-579	181
-987	-347	469
-441	718	-718
41	-674	419
-276	-267	-801
261	3	-770
-454	430	594
-264	218	1253
-340	792	-694
-236	200	-381
-338	-344	957
1093	-618	-569
-327	396	798
1191	646	147
348	483	-1125
310	795	-820
-113	979	244
110	539	-1127
1196	-176	-219
-295	59	768
805	529	36
344	551	818
-689	-204	-610
386	286	-807
-557	202	1132
-811	122	-275
-267	-586	-589
-93	189	-1317
541	-504	1016
-1124	761	-152
-528	-29	957
1168	-26	-521
-329	22	1072
-368	250	1405
-99	-91	842
-1057	-873	-280
177	-237	1263
-478	181	-312
371	1319	-73
175	-428	962
-30	-478	-558
265	-380	-1229
-342	325	405
259	-690	249
-270	685	1309
297	1109	455
766	-303	-251
188	295	-516
380	566	-1158
406	716	-485
158	37	894
92	-83	-476
714	-181	-957
-884	-578	-503
-213	426	616
266	-1060	-797
329	-794	567
-207	-154	303
283	-419	1041
-86	-173	-350
235	39	764
-340	-400	486
80	-450	-843
588	-746	-318
1060	-285	245
-231	-1033	814
-28	727	-352
34	718	784
262	212	-637
-625	1114	-488
397	-753	123
-533	-304	-417
-38	1192	-920
384	-507	460
