#x	y	z
1793	-891	-38
445	41	-2197
322	-86	-1316
-55	2005	-1045
-485	419	2143
14	-413	1407
-868	-650	1475
-982	-1203	-1008
-1044	776	1893
295	49	1894
617	628	1681
-204	-2251	565
-1713	549	996
-153	223	-1931
-567	737	-2016
314	-462	-1593
-1392	-19	1033
-257	163	-1432
1765	268	-608
1885	97	497
-132	1333	982
948	-557	1555
-1096	-1319	-1031
-141	-982	-1600
153	2003	1356
-769	-821	-1139
1556	-929	-119
-1987	-197	469
-1041	1168	-1368
91	-1674	569
-276	-367	-1801
61	3	-1770
-704	580	1544
-14	268	2203
-440	1192	-1594
-536	0	-1331
-938	-344	1757
1993	-768	-1019
-627	496	1748
2091	1096	147
548	783	-2075
360	1645	-1370
-363	1629	994
60	1189	-1877
2146	74	-169
-95	-41	1718
1805	679	36
344	951	1718
-1339	-254	-1360
336	186	-1757
-857	2	2082
-1361	572	-975
-467	-1536	-839
-93	-161	-2267
691	-604	2016
-2024	1211	-2
-978	471	1707
2518	-176	-671
-729	522	1772
-468	300	2405
51	-191	1842
-1857	-1473	-380
477	-87	2263
-1428	-69	-312
521	2319	-73
225	-528	1962
170	-678	-1508
665	-380	-2129
-392	325	1405
409	-1340	999
-220	985	2259
197	1809	1155
1616	-703	-551
838	345	-1266
480	1116	-1958
456	1716	-485
58	187	1894
442	117	-1376
1214	-31	-1807
-1434	-1128	-1103
-313	426	1616
466	-1910	-1297
729	-1894	967
-557	-454	1153
83	-669	1991
364	-423	-1200
285	-411	1664
-990	-450	1236
480	-1000	-1593
1338	-1146	-868
1910	-135	745
-781	-1783	1214
22	1477	-1002
84	1218	1634
1062	512	-1187
-1325	1814	-688
947	-1553	23
-783	-254	-1367
-38	2042	-1470
834	-1307	860
